country;designation;points;price;province;region_1;region_2;variety;winery;last_year_points
France;Brut Rosé;88;57.0;Champagne;Champagne;;Champagne Blend;Mailly Grand Cru;83
US;Benchmark;88;35.0;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Market Vineyards;100
US;Stillwater Creek;88;40.0;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Glencorrie;84
Austria;Axpoint Fedespiel;88;20.0;Wachau;;;Grüner Veltliner;Gritsch Mauritiushof;80
US;Bien Nacido Vineyard Block UU;88;32.0;California;Santa Maria Valley;Central Coast;Chardonnay;Foxen;80
US;Defiance Vineyard Estate;88;27.0;Washington;Lake Chelan;Columbia Valley;Syrah;Nefarious Cellars;82
US;Reserve;88;32.0;California;Santa Maria Valley;Central Coast;Chardonnay;Riverbench;99
Italy;Sorano;88;75.0;Piedmont;Barolo;;Nebbiolo;San Biagio;94
Italy;;88;21.0;Piedmont;Nebbiolo d'Alba;;Nebbiolo;Tenute Cisa Asinari dei Marchesi di Gresy;92
France;Rosé Premier Cru Brut;88;65.0;Champagne;Champagne;;Champagne Blend;Lallier;80
Italy;Casot Riserva;88;;Piedmont;Barbaresco;;Nebbiolo;Nada Giuseppe;91
France;Opale Demi-Sec;88;;Champagne;Champagne;;Champagne Blend;Louis Barthélémy;89
Italy;;88;29.0;Piedmont;Nebbiolo d'Alba;;Nebbiolo;Pioiero;96
Italy;Serragrilli;88;;Piedmont;Barbaresco;;Nebbiolo;Bricco Grilli;83
US;Incline One-Nine Reserve;88;90.0;California;Sonoma County;Sonoma;Cabernet Sauvignon;Bugay;81
Italy;Basadone;88;28.0;Piedmont;Verduno;;Pelaverga Piccolo;Castello di Verduno;90
Chile;Reserva;88;20.0;Maipo Valley;;;Carmenère-Cabernet Sauvignon;Carmen;98
Italy;Bricco Medica;88;46.0;Piedmont;Roero;;Nebbiolo;Cascina Val del Prete;96
Chile;;88;19.0;Aconcagua Valley;;;Merlot;Arboleda;80
Chile;Equilibrio Made With Organically Grown Grapes;88;11.0;Maipo Valley;;;Cabernet Sauvignon;Aresti;94
Italy;;88;53.0;Piedmont;Barolo;;Nebbiolo;Bel Colle;84
Italy;Roncaglie;88;53.0;Piedmont;Barbaresco;;Nebbiolo;Bel Colle;96
US;Clark & Telephone Vineyard;88;44.0;California;Santa Maria Valley;Central Coast;Pinot Noir;Belle Glos;92
US;;88;40.0;Washington;Walla Walla Valley (WA);Columbia Valley;Cabernet Sauvignon;Glencorrie;89
France;Brut 17;88;48.0;Champagne;Champagne;;Champagne Blend;J. Dumangin Fils;99
US;Ice Wine;87;25.0;New York;Finger Lakes;Finger Lakes;Vidal Blanc;Castel Grisch;89
Israel;Kosher;87;15.0;Galilee;;;Syrah;Recanati;87
US;Krupp Vineyard;87;50.0;California;Atlas Peak;Napa;Merlot;Veraison;85
Portugal;Altano Organically Farmed Vineyard;87;;Douro;;;Portuguese Red;Symington Family Estates;97
Spain;Spiga;87;31.0;Northern Spain;Ribera del Duero;;Tempranillo Blend;O. Fournier;100
US;;87;15.0;New York;New York;New York Other;Pinot Grigio;Penguin Bay;93
Italy;;87;;Piedmont;Barbaresco;;Nebbiolo;Pertinace;80
US;;87;18.0;Oregon;Willamette Valley;Willamette Valley;Pinot Gris;Youngberg Hill Vineyards;88
US;Tecolote Vineyards;86;39.0;California;Knights Valley;Sonoma;Cabernet Sauvignon;Elements of Sonoma;90
US;Alegria Vineyard Axiom;86;33.0;California;Russian River Valley;Sonoma;Syrah;Acorn;96
Portugal;;86;;Douro;;;Portuguese White;Burmester;88
Portugal;Duke of Clarence Rich;86;;Madeira;;;Madeira Blend;Blandy's;98
US;Mark's Vineyard;86;45.0;California;Paso Robles;Central Coast;Rhône-style Red Blend;AmByth;96
Spain;Veraton;86;27.0;Northern Spain;Campo de Borja;;Garnacha;Alto Moncayo;91
US;Las Vinas del Senor;86;80.0;California;Napa Valley;Napa;Cabernet Sauvignon;Madrigal;100
US;;86;28.0;California;Dry Creek Valley;Sonoma;Sauvignon Blanc;Stephen & Walker;100
Spain;;86;15.0;Northern Spain;Somontano;;Chardonnay;Olvena;94
US;Seta Proprietary White Wine;86;28.0;California;Napa Valley;Napa;Bordeaux-style White Blend;Signorello;97
US;Epicenter;86;20.0;California;Lodi;Central Valley;Zinfandel;Mettler Family Vineyards;88
Canada;Icewine;86;47.0;Ontario;Niagara Peninsula;;Vidal Blanc;Reif Estate;83
US;;86;60.0;California;St. Helena;Napa;Cabernet Sauvignon;Whitehall Lane;88
US;Tori Vineyard;86;32.0;California;Dry Creek Valley;Sonoma;Zinfandel;Wilson;95
US;;86;8.0;California;California;California Other;Pinot Grigio;Woodbridge by Robert Mondavi;86
US;V. Series;86;22.0;New Mexico;New Mexico;;Cabernet Sauvignon;Vivác Winery;98
France;Schenkenberg;86;25.0;Alsace;Alsace;;Pinot Gris;Domaine Seilly;100
France;Les Princes Abbés;86;20.0;Alsace;Alsace;;Riesling;Domaines Schlumberger;82
US;;86;21.0;California;Carneros;Napa-Sonoma;Merlot;Buena Vista;98
US;;86;22.0;California;Monterey County;Central Coast;Dolcetto;Ca' del Solo;100
Argentina;Portillo Estate Bottled;86;10.0;Mendoza Province;Uco Valley;;Cabernet Sauvignon;Salentein;90
Spain;La Miranda de Secastilla Garnacha Blanca;86;15.0;Northern Spain;Somontano;;Grenache Blanc;Viñas del Vero;86
Australia;;86;20.0;Western Australia;Western Australia;;Viognier;West Cape Howe;84
US;;86;16.0;California;Russian River Valley;Sonoma;Sauvignon Blanc;White Oak;88
France;L'Aurore;85;;Burgundy;Mâcon-Chardonnay;;Chardonnay;Cave de Lugny;96
France;;85;;Burgundy;Mâcon-Villages;;Chardonnay;Domaine Pascal et Mireille Renaud;95
US;donna maria;85;20.0;Washington;Columbia Valley (WA);Columbia Valley;Rhône-style Red Blend;DiStefano;93
Italy;Il Puro;85;12.0;Veneto;Veneto;;Merlot;Astoria;85
Spain;Embocadero;85;18.0;Northern Spain;Ribera del Duero;;Tempranillo;Bodega San Pedro Regalado;91
US;Phantom;85;16.0;California;California;California Other;Red Blend;Bogle;83
France;;85;11.0;Languedoc-Roussillon;Vin de Pays d'Oc;;Merlot;Les Jamelles;82
France;;85;12.0;Burgundy;Hautes Côtes de Nuits;;Rosé;Manuel Olivier;86
US;;85;10.0;California;Yolo County;Central Valley;Malbec;Sawbuck;86
Spain;;85;19.0;Galicia;Rías Baixas;;Albariño;Valmiñor;100
Spain;;85;10.0;Central Spain;La Mancha;;Sauvignon Blanc;Spanish Vines;84
Spain;Sangre de Toro;85;11.0;Catalonia;Catalunya;;Red Blend;Torres;91
US;;85;25.0;California;Carneros;Napa-Sonoma;Zinfandel;Truchard;99
France;Château de la Roche;85;;Loire Valley;Touraine;;Sauvignon Blanc;Pierre Chainier;89
US;;85;35.0;California;Santa Maria Valley;Central Coast;Chardonnay;Presqu'ile;92
US;Ellie's Vineyard;85;35.0;California;Dry Creek Valley;Sonoma;Petite Sirah;Wilson;99
Italy;;85;;Northeastern Italy;Delle Venezie;;Refosco;Zimòr;86
France;;85;13.0;Languedoc-Roussillon;Vin de Pays d'Oc;;Chardonnay;Domaines Paul Mas;81
Argentina;Reserve;85;18.0;Mendoza Province;Tupungato;;Merlot;Finca Sophenia;89
France;O Made From Organic Grapes;85;18.0;Languedoc-Roussillon;Pays d'Oc;;Chardonnay;Gilles Louvet;82
US;;85;35.0;California;Sonoma Valley;Sonoma;Merlot;Godwin;100
Australia;Stickleback White;85;22.0;South Australia;South Australia;;White Blend;Heartland;93
Argentina;;85;12.0;Mendoza Province;Mendoza;;Sauvignon Blanc;Amadores;84
US;;85;50.0;California;Napa Valley;Napa;Syrah;Arns;82
France;Reserve;85;8.0;Languedoc-Roussillon;Vin de Pays d'Oc;;Merlot;Barton & Guestier;82
US;Estate;85;20.0;California;Alexander Valley;Sonoma;Merlot;Alexander Valley Vineyards;90
US;Rosato di Sangiovese Monte Rosso Vineyards;87;22.0;California;Sonoma Valley;Sonoma;Sangiovese;Muscardini;100
Austria;Hoferthal;87;35.0;Niederösterreich;;;Sauvignon Blanc;Pratsch;96
Italy;Osa! Frappato Rosato;87;38.0;Sicily & Sardinia;Sicilia;;Rosé;Paolo Calì;88
France;;87;45.0;Burgundy;Bourgogne Hautes Côtes de Nuits;;Chardonnay;Domaine Jayer-Gilles;99
France;Gravières Premier Cru;87;;Burgundy;Santenay;;Pinot Noir;Domaine Jessiaume;99
US;;87;30.0;California;Dry Creek Valley;Sonoma;Cabernet Sauvignon;Del Carlo Winery;95
Italy;C;87;12.0;Sicily & Sardinia;Sicilia;;Chardonnay;Feudo Montoni;91
Argentina;ILKA;87;10.0;Mendoza Province;Mendoza;;Torrontés;Finca Agostino;84
US;Ferrero Vineyard;87;18.0;California;Shenandoah Valley (CA);Sierra Foothills;Zinfandel;Amador Foothill Winery;93
Italy;Crevada;87;18.0;Veneto;Colli di Conegliano;;White Blend;Astoria;93
US;Carneros Highway;87;18.0;California;Carneros;Napa-Sonoma;Chardonnay;Highway 12;100
US;Handley Vineyard;87;15.0;California;Dry Creek Valley;Sonoma;Sauvignon Blanc;Handley;99
Austria;;87;23.0;Burgenland;;;Chardonnay;Hans Moser;97
US;;87;32.0;California;Marin County;North Coast;Pinot Noir;Vergari;93
Argentina;Malbec Reserva;87;14.0;Mendoza Province;Mendoza;;Malbec;Vila;89
Italy;;87;12.0;Southern Italy;Puglia;;Chardonnay;Tormaresca;82
Italy;Kretzer;87;18.0;Northeastern Italy;Alto Adige;;Rosé;St. Pauls;93
Chile;Altos;87;18.0;Central Valley;;;Red Blend;Terra Andina;83
Chile;Reserva;87;10.0;Rapel Valley;;;Carmenère;Santa Carolina;93
Argentina;Don Tiburcio;87;12.0;Mendoza Province;Mendoza;;Red Blend;Benegas;87
France;Bourgogne A. Rodet;87;18.0;Burgundy;Bourgogne;;Chardonnay;Antonin Rodet;86
Italy;Barricato 40;87;12.0;Northeastern Italy;Trentino;;Chardonnay;Bollini;90
US;;87;10.0;California;Mendocino County;Mendocino/Lake Counties;White Blend;Bonterra;87
France;;87;35.0;Burgundy;Monthélie;;Pinot Noir;Bouchard Père & Fils;84
France;;87;;Burgundy;Mâcon-Villages;;Chardonnay;Louis Jadot;90
Italy;Cerasuolo Rosato;87;;Central Italy;Montepulciano d'Abruzzo Cerasuolo;;Rosé;La Valentina;82
Argentina;;87;12.0;Mendoza Province;Mendoza;;Malbec;Lamadrid;99
US;Lot 144;87;13.0;California;Los Carneros;Napa-Sonoma;Syrah;Cameron Hughes;98
US;Vicarious;93;45.0;California;Napa Valley;Napa;Red Blend;Modus Operandi;87
Australia;Eligo;93;99.0;South Australia;Barossa;;Shiraz;John Duval Wines;80
US;Red Wine;93;55.0;Washington;Columbia Valley (WA);Columbia Valley;Red Blend;Pirouette;92
Austria;Veratina Cuvée;93;;Mittelburgenland;;;Blaufränkisch;Weninger;88
US;Vogt Vineyard;93;90.0;California;Howell Mountain;Napa;Cabernet Sauvignon;Nickel & Nickel;97
US;Barricia Single Vineyard;93;35.0;California;Sonoma Valley;Sonoma;Zinfandel;Ravenswood;93
US;Clone 667;93;48.0;California;Santa Maria Valley;Central Coast;Pinot Noir;Cambria;94
US;SummitVine Ranch;93;52.0;California;Diamond Mountain District;Napa;Cabernet Sauvignon;Coho;94
US;;93;75.0;California;Sonoma Coast;Sonoma;Chardonnay;Freestone;98
Austria;Altenberg;93;60.0;Burgenland;;;Blaufränkisch;Judith Beck;99
US;Cuvée Elena Red Wine;93;35.0;Washington;Columbia Valley (WA);Columbia Valley;Red Blend;Syncline;93
Australia;Underhill;93;75.0;Victoria;Yarra Valley;;Shiraz;Yarra Yering;94
US;Estate;93;50.0;California;Anderson Valley;Mendocino/Lake Counties;Pinot Noir;Toulouse;100
US;Talley-Rincon Vineyard;93;40.0;California;Arroyo Grande Valley;Central Coast;Pinot Noir;Sinor-LaVallee;81
US;Fe Ciega Vineyard;93;54.0;California;Sta. Rita Hills;Central Coast;Pinot Noir;Longoria;80
US;;93;60.0;California;Napa Valley;Napa;Cabernet Franc;La Jota Vineyard;92
France;L'Extase;93;57.0;Southwest France;Monbazillac;;Bordeaux-style White Blend;Domaine l'Ancienne Cure;90
Australia;Oscar Semmler Single Vineyard Reserve;93;60.0;South Australia;Barossa Valley;;Shiraz;Dutschke;84
France;Le Pigeonnier;93;110.0;Southwest France;Cahors;;Malbec;Château Lagrézette;100
Australia;Piggott Range;93;110.0;South Australia;Clarendon;;Syrah;Clarendon Hills;99
France;Séduction;93;25.0;Southwest France;Jurançon;;Petit Manseng;Château de Jurque;83
US;Ciel du Cheval Vineyard Red Wine;93;33.0;Washington;Red Mountain;Columbia Valley;Red Blend;Soos Creek;96
US;Champoux Vineyard;93;30.0;Washington;Horse Heaven Hills;Columbia Valley;Cabernet Franc;O•S Winery;83
Australia;Moritz;92;60.0;South Australia;Clarendon;;Syrah;Clarendon Hills;80
US;Starr Ridge Vineyard - Dijon Clones;92;50.0;California;Russian River Valley;Sonoma;Pinot Noir;Gary Farrell;83
Portugal;Late Bottled Vintage;92;25.0;Port;;;Port;Fonseca;98
US;Dineen Vineyard;92;35.0;Washington;Yakima Valley;Columbia Valley;Syrah;O•S Winery;99
US;Dierberg;92;50.0;California;Santa Maria Valley;Central Coast;Pinot Noir;Tyler;93
Australia;Top of the Hill;92;29.0;South Australia;McLaren Vale;;Shiraz;The Old Faithful;96
US;Rapley Trail Vineyard Block B Estate;92;68.0;California;Santa Cruz Mountains;Central Coast;Pinot Noir;Thomas Fogarty;90
US;Four Mile Creek;87;9.0;California;North Coast;North Coast;Red Blend;Novy;95
Spain;Reserva;87;;Northern Spain;Ribera del Duero;;Tempranillo;Protos;82
Australia;Bin 138 Grenache - Mourvèdre - Shiraz;87;27.0;South Australia;Barossa Valley;;G-S-M;Penfolds;90
US;Altitude 2401 Fair Play Farms;87;35.0;California;El Dorado;Sierra Foothills;Cabernet Sauvignon;Perry Creek;81
Italy;;87;55.0;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Collemattoni;94
US;Rava Blackjack Vineyard;87;18.0;California;Monterey;Central Coast;Sauvignon Blanc;Darcie Kent Vineyards;86
US;;87;17.0;Oregon;Oregon;Oregon Other;Pinot Gris;Evergreen Vineyards;93
US;Old Vine;87;18.0;California;Fiddletown;Sierra Foothills;Zinfandel;Fiddletown Cellars;94
Spain;Atteca Old Vines;87;16.0;Northern Spain;Calatayud;;Garnacha;Bodegas Ateca;95
Uruguay;Identity;87;15.0;Canelones;;;Cabernet Sauvignon;Gimenez Mendez;98
US;Dry;87;18.0;New York;Finger Lakes;Finger Lakes;Riesling;Glenora;98
France;;87;24.0;Alsace;Alsace;;Gewürztraminer;Hugel;98
Italy;Sassello;87;25.0;Tuscany;Rosso di Montalcino;;Sangiovese Grosso;Il Poggiolo;100
US;;87;13.0;California;Napa Valley;Napa;Chardonnay;Irony;96
US;;87;14.0;New York;Finger Lakes;Finger Lakes;Riesling;Keuka Spring;94
Italy;;87;20.0;Tuscany;Rosso di Montalcino;;Sangiovese Grosso;La Colombina;92
France;Kaefferkopf Vielles Vignes Grand Cru;87;55.0;Alsace;Alsace;;Gewürztraminer;Jean-Baptiste Adam;95
Italy;;87;28.0;Tuscany;Rosso di Montalcino;;Sangiovese Grosso;Uccelliera;85
US;;87;20.0;California;Sonoma County;Sonoma;Cabernet Sauvignon;Valley of the Moon;97
US;Dry;87;13.0;New York;Finger Lakes;Finger Lakes;Riesling;Wagner;81
US;;87;40.0;California;Napa Valley;Napa;Cabernet Sauvignon;Titus;98
US;Mast Vineyard;87;75.0;California;Yountville;Napa;Cabernet Sauvignon;Tor Kenward;88
US;Olson Estate Vineyard;87;55.0;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Torii Mor;85
US;;87;22.0;California;Sonoma County;Sonoma;Merlot;St. Francis;100
US;;87;20.0;Oregon;Southern Oregon;Southern Oregon;Merlot;Abacela;84
Italy;;87;30.0;Tuscany;Rosso di Montalcino;;Sangiovese Grosso;La Togata;81
US;;87;22.0;California;North Coast;North Coast;Cabernet Franc;Lang & Reed;90
US;;87;20.0;California;Santa Maria Valley;Central Coast;Chardonnay;Brophy Clark;81
France;;87;17.0;Alsace;Alsace;;Pinot Blanc;Domaine Eugène Meyer;84
Italy;Dragone;88;25.0;Tuscany;Sant'Antimo;;Cabernet Franc;Domus Vitae;94
US;;88;15.0;California;Mendocino;Mendocino/Lake Counties;Arneis;Enotria;87
Italy;Prunar;88;19.0;Northeastern Italy;Alto Adige;;Pinot Bianco;Erste Neue;97
France;Cuvée Saint-Jacques;88;;Alsace;Alsace;;Gewürztraminer;Frédéric Mallo;97
US;;88;38.0;California;Rutherford;Napa;Merlot;Frog's Leap;97
Spain;Tinto Figuero 12 Crianza;88;29.0;Northern Spain;Ribera del Duero;;Tempranillo;García Figuero;91
US;Lawrence Vineyards;88;17.0;Washington;Columbia Valley (WA);Columbia Valley;Pinot Gris;Gård;98
US;Conjugation;88;40.0;California;Livermore Valley;Central Coast;Bordeaux-style Red Blend;Fenestra;100
US;Tawny Port;88;35.0;California;Lodi;Central Valley;Port;Fenestra;100
Spain;Single Vineyard;88;20.0;Galicia;Rías Baixas;;Albariño;Finca de Arantei;92
US;Estate Bottled;88;18.0;California;Russian River Valley;Sonoma;Sauvignon Blanc;Foppiano;84
US;;88;30.0;Washington;Columbia Valley (WA);Columbia Valley;Syrah;Forgeron;92
US;Hobbit Hollow Vineyard;88;27.0;New York;Finger Lakes;Finger Lakes;Riesling;Heart & Hands;87
Austria;Falkensteiner Tradition;88;18.0;Niederösterreich;;;Grüner Veltliner;Dürnberg;87
France;Grande Cuvée;88;;Alsace;Alsace;;Pinot Noir;Cave de Ribeauvillé;87
France;Tradition Rosé Brut;88;39.0;Champagne;Champagne;;Champagne Blend;Chapuy;86
France;Gentil de Katz;88;;Alsace;Alsace;;White Blend;Clément Klur;95
Italy;Le Redini;88;25.0;Tuscany;Toscana;;Merlot;Cavalli Tenuta degli Dei;88
Italy;Soffumbergo;88;20.0;Northeastern Italy;Delle Venezie;;Red Blend;Comelli;98
US;Regan Vineyards Reserve;88;40.0;California;Santa Cruz Mountains;Central Coast;Merlot;Bargetto;89
US;Canterbury Vineyard;88;36.0;California;Sierra Foothills;Sierra Foothills;Syrah;Bell;92
France;;88;;Rhône Valley;Muscat de Beaumes de Venise;;Muscat Blanc à Petit Grain;M. Chapoutier;99
France;Sélection;88;;Alsace;Alsace;;Muscat;Kuentz-Bas;95
France;;88;;Alsace;Alsace;;Pinot Noir;Hugel;82
US;Whole Cluster;88;40.0;California;Arroyo Grande Valley;Central Coast;Pinot Noir;Laetitia;95
US;Alder Ridge Vineyard  Rosé;88;20.0;Washington;Horse Heaven Hills;Columbia Valley;Grenache;L'Ecole No. 41;87
France;Les Petits Grains;88;14.0;Languedoc-Roussillon;Muscat de Saint-Jean de Minervois;;Muscat;Les Vignerons de la Méditerranée;98
Spain;Brut Reserva Made with Organic Grapes;88;19.0;Catalonia;Cava;;Sparkling Blend;Marqués de Gelida;93
Spain;FA 206 Vinyes de Coster;88;38.0;Catalonia;Priorat;;Red Blend;Mas Igneus;82
Spain;Brut;86;12.0;Catalonia;Cava;;Sparkling Blend;Conde de Subirats;99
US;Best In Show;86;85.0;California;Dry Creek Valley;Sonoma;Cabernet Sauvignon;Cru Vin Dogs;98
US;;86;50.0;California;Sonoma Coast;Sonoma;Chardonnay;Ernest & Julio Gallo;99
Spain;Brut Nature;86;14.0;Catalonia;Cava;;Sparkling Blend;Dibon;93
US;;86;50.0;California;Napa Valley;Napa;Cabernet Sauvignon;Stephanie;93
France;Rosé Brut;86;25.0;Burgundy;Crémant de Bourgogne;;Red Blend;Bailly-Lapierre;98
Spain;Rosado;86;11.0;Northern Spain;Rioja;;Rosé;Ilurce;81
US;;86;32.0;California;York Mountain;Central Coast;Pinot Noir;Calcareous;81
Spain;Cordon Rosado Brut;86;12.0;Catalonia;Cava;;Sparkling Blend;Freixenet;94
Spain;Rose Brut;86;8.0;Catalonia;Cava;;Sparkling Blend;Cristalino;86
US;Estate;86;15.0;Oregon;Willamette Valley;Willamette Valley;Pinot Gris;David Hill;89
Spain;Brut Rosé;86;12.0;Catalonia;Cava;;Sparkling Blend;Conde de Subirats;80
Spain;Riscal 1860;86;9.0;Northern Spain;Vino de la Tierra de Castilla y León;;Tempranillo;Riscal;80
US;SVR Reserve Red Wine;86;40.0;California;Napa Valley;Napa;Red Blend;Sterling;97
Portugal;10 Years Old Tawny;86;32.0;Port;;;Port;Osborne;86
Portugal;Fine White;86;15.0;Port;;;Port;Quinta do Portal;84
US;Sonoma Stage Vineyard;86;42.0;California;Sonoma Coast;Sonoma;Chardonnay;Peters Family;89
France;Brut Réserve;86;20.0;Alsace;Crémant d'Alsace;;Sparkling Blend;Pierre Sparr;93
US;;86;28.0;California;Napa Valley;Napa;Cabernet Sauvignon;Napa Station;90
US;Del Lago;85;24.0;California;Clear Lake;Mendocino/Lake Counties;Muscat Canelli;Ceago Vinegarden;97
Greece;;85;12.0;Nemea;;;Red Blend;Achaia Clauss;80
Italy;Ra'is;85;35.0;Sicily & Sardinia;Moscato di Noto;;Moscato;Baglio di Pianetto;96
US;;85;32.0;California;Paso Robles;Central Coast;Syrah;Calcareous;87
South Africa;The Old Cellar;85;15.0;Coastal Region;;;Shiraz;Bellingham;90
US;Las Amigas Vineyard;85;42.0;California;Carneros;Napa-Sonoma;Pinot Noir;Signorello;89
Australia;Golden Mist Botrytis;85;22.0;New South Wales;Riverina;;Sémillon;Three Bridges;92
US;Reserve;85;40.0;California;Russian River Valley;Sonoma;Chardonnay;Rodney Strong;98
US;;85;20.0;California;Santa Lucia Highlands;Central Coast;Syrah;Paraiso Vineyards;96
US;;85;25.0;California;Mendocino County;Mendocino/Lake Counties;Cabernet Sauvignon;Paul Dolan;99
US;Estate Vineyards;90;20.0;California;Chalk Hill;Sonoma;Chardonnay;Rodney Strong;96
US;Lot 100;90;25.0;California;Stags Leap District;Napa;Cabernet Sauvignon;Cameron Hughes;98
Italy;Corte Antica;90;;Veneto;Valpolicella Superiore Ripasso;;Corvina, Rondinella, Molinara;Cantine Benedetti;85
France;Les Blanchots Dessous;90;72.0;Burgundy;Chassagne-Montrachet;;Chardonnay;Domaine Marc Morey;85
US;Dijon Clones;90;40.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Amalie Robert;89
Italy;La Cengia;90;21.0;Veneto;Valpolicella Classico Superiore Ripasso;;Corvina, Rondinella, Molinara;Begali;87
Italy;Le Quare;90;35.0;Veneto;Valpolicella Classico Superiore Ripasso;;Corvina, Rondinella, Molinara;Gamba;89
Austria;Kremser Wachtberg;90;25.0;Niederösterreich;;;Grüner Veltliner;Winzer Krems;97
US;Home Ranch;90;20.0;California;Dry Creek Valley;Sonoma;Sauvignon Blanc;Sbragia;81
US;;90;18.0;Oregon;Oregon;Oregon Other;Pinot Gris;Sineann;87
Italy;Acinatico;90;20.0;Veneto;Valpolicella Superiore Ripasso;;Corvina, Rondinella, Molinara;Stefano Accordini;86
US;;90;16.0;California;Monterey County;Central Coast;Sauvignon Blanc;Bernardus;90
Spain;Pago Garduña;90;110.0;Northern Spain;Vino de la Tierra de Castilla y León;;Syrah;Abadia Retuerta;98
Austria;Scheiben;90;44.0;Wagram-Donauland;;;Grüner Veltliner;Leth;100
Australia;The Shearer;90;20.0;South Australia;McLaren Vale;;Shiraz;Longwood;94
France;Les Grèves Premier Cru;90;42.0;Burgundy;Beaune;;Pinot Noir;Jean-Claude Boisset;80
France;Vaillons Premier Cru;90;53.0;Burgundy;Chablis;;Chardonnay;Joseph Faiveley;91
France;Vieilles Vignes;90;31.0;Burgundy;Pouilly-Fuissé;;Chardonnay;Domaine Gonon;94
France;Les Vergelesses Premier Cru;90;71.0;Burgundy;Pernand-Vergelesses;;Pinot Noir;Domaine Laleure-Piot;100
US;;90;28.0;California;Paso Robles;Central Coast;Meritage;Dunning Vineyards;89
